text,label,summary
a. Information mentioned in Recommended Annual Production Capacity as per IRC section is not correct. b. Fire License Number mentioned in section 18 is not correct. c. Mention Branch name in section 20. d. Upload attachment in section 8. e. Upload attachment number 11. f. Upload bill of entry of the raw materials. a. Mention Branch name in section 20. b. Upload proper attachment in section 8. c. Upload bill of entry of the raw materials. d. Information mentioned in Recommended Annual Production Capacity as per IRC section is not correct. Please submit the document of registration with BIDA and the latest amendment thereto if any . opinion of Technical and Madrasah Education Division may be sought in this regard please submit 1. government approval of NIBRAS ISLAMIC RESEARCH FOUNDATION 2. Paper clipping showing advertisement made for recruitment of local personal prior to appointment of the expatriate s 3. Up to date Income tax clearance certificate Organization 1. please submit Bangladesh government approval of NIBRAS ISLAMIC RESEARCH FOUNDATION 2. submit tax certificate 3. salary is lower than BIDA guideline please submit the Education ministry approval of NIBRAS ISLAMIC RESEARCH FOUNDATION please explain how this person is iranian 1. please submit Bangladesh government approval of NIBRAS ISLAMIC RESEARCH FOUNDATION 2. submit tax certificate Please submit his relevant certificates of degrees as advertised in the newspaper. .,Shortfall,
Why no houserent allowance is provided 1.Clear copy of passport and arrival seal should be submitted 1.Clear copy of passport and service contract should be submitted The proposed amendment shows that the employee will not get any basic salary and fringe benefits. Please modify if needed. 1. Please submit a commitment letter that the incumbent will be engaged only in administrative works and will not involve himself in medical practices anywhere in Bangladesh. 1.Copy of passport with all used page should be submitted 1.What will be the job description of Director medical services and why this kind of post can t be fulfilled by Bangladeshi employee 1.Clear copy of advertisement should be submitted 2.Why Director Nursing is an administrative post Considering the business nature trend and history of the organization the salary appears not very realistic. 1. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . 2. Please clarify how the expatriate sent family remittances to his own country with the proper documentation. 3.Please upload the up to date income tax certificate paid in full for the assessment year 2022 23 proofs of the source tax deduction from the expatriate s salary for the assessment year 2022 23 .,Shortfall,
please submit the contract for Schlumberger SEACO Please discuss with relevant Paper please submit the contract for Schlumberger SEACO and its waiver of condition 5 a. Manpower of the organization mentioned in the application does not match according to the uploaded amendment copy. b. Other fringe benefits if any section is not correct. Upload Company s production statement of the previous year. a. Name of the applicant does not match according to the First work permit document. b. Copy of the last extension is not correct. c. Upload the income tax certificate for the period of 01 07 2022 to 10 11 2022. d. Upload BIDA registration certificate along with all amendment to verify the number of foreign personnel. e. Upload paper advertisement for the job and evaluation report on the selection of applications received as per the recruitment circular including the name mobile number and email of all the candidates. f. Upload the full passport page by page to verify the applicant s departure. g. Upload copy of Board Resolution Decision of the appropriate authority mentioning name nationality and passport number of foreign worker in proper attachment number. h. It has been seen that attachments are not attached in proper attachment area. Please upload the proper document in respective areas. i. Upload plan of substituting a local worker by giving training by the foreign worker for whom e visa recommendation have been sought. a. Expatriate name is different between application form and BIDA approval letters. b. Upload the document regarding salary transaction through bank. a. Manpower of the organization does not match according to the amendment. b. Upload NOC from BSCIC for conduction activity from BIDA. c. Upload copy of Passport with latest PI type visa. d. Upload Company s production statement of the previous year. Upload up to date income tax clearance certificate. Document of first work permit is necessary. If the expatriate took his first work permit from BIDA then please contact the respective office to get a copy. After getting this paper other observation may be examined..,Shortfall,
Please upload the bank statement of the salary payment in favor of the investor employee. 1.Clear copy of photo should be submitted Please upload the bank statement of the salary payment in favor of the investor employee. 1. Please revise the date of the first appointment please submit 1. Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. Up to date encashment certificate of inward remittance The job advertisement was published on 26.09.2022. Please explain how the appointment letter was issued on 17.09.2022. 1. Renew the office permission 2. plz submit Bank statement of the salary payment in favor of the investor employee 1.Desired duration in the amended information should be corrected 1. Please upload the copy of the passport with the arrival seal and E visa stamp under the E visa recommendation 2. Please explain why did you provide the misinformation regarding the travel history in the E visa application. 1.Please open a bank account immediately in favor of this investor employee and submit the account details 2.Five years of employment will be completed on 02.03.2021 the company should explain why they need to extend the work permit of this employee.,Shortfall,
Rejected due to repeated resubmission without complying with the shortfall. Because you hired the expatriate without completing the recruitment process properly Hence the application has been rejected Six 06 years will exceed 30.6.2.2021. Please replace the expatriate by a local employee. Six years of employment will be completed on 11.08.2021 please replace this foreign employee by recruiting local human resources After the previous shortfall they uploaded doc 10 and resubmitted the application After the previous shortfall they uploaded doc 10 and resubmit the application. Kindly see the document and give your kind decision. After the previous shortfall they uploaded doc 13 and resubmit the application Earlier Overseas allowance was Monthly 48000.00 BDT House rent was Monthly 3000.00 BDT. Now did not mention the salary structure regarding the uploaded doc 12 and resubmitted the application. Salary increased more than double. What is the actual salary that you pay to the worker 1.Work permit may be extended considering the Covid 19 situation and salary payment through bank is not applicable for the extension of work permit under E1 visa.,Rejected,
please explain why the Financial executive needs VIP longue. Also submit VAT return under section 9.1 of the last 6 months of the company It is not clear why the Financial executive needs a VIP lounge. Moreover from the submitted VAT return it is apparent the company s business is very small. please explain why the Senior Executive needs VIP longue. Also submit VAT return under section 9.1 of the last 6 months of the company The 58th Executive Council held on 22nd July 2019 has assessed your application and has suggested the following Tax documents have to be in the name of the company not in the name of individual. Please update your application with the requested documents. 1. please submit Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. submit audited financial statement with DVC number Please upload the copy of the passport whole used part mark with the latest E visa seal latest arrival stamp and latest departure seal. Please upload the up to date income tax clearance certificate with the challan return copy under section 193 of the Income Tax Act 2023 up to the last departure date 28.6.2023 . Please upload the Bank statement of the salary payment in favour of the investor employee for the previous working period. 1. Please specify your requirement for amendment in section 12 2. Fill up imported and local machineries list in details 3. Please submit Copy of Board Resolution amendment related documents signed by all directors 4. Submit clear copy of form 12 Please fill up the existing director list according to the BIDA registration amendment in the left column and fill up the proposed directors list according to RJSC form 12 in the right column. 1.The passport number does not match with the E visa recommendation Please revise properly. 2.Please also upload the previous passport whole used part .,Shortfall,
1. Please upload the copy of the passport each of the pages have to be uploaded chronologically mark with the latest E visa seals latest arrival seal final departure seal under the work permit 2. Please upload the up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to the last departure date. late application. further such late applications will not be allowed. 1. Please upload the proper amendment letter issued by the Quasem Industries Limited 2.Please upload the academic experience 3. Please upload the last payslip and increase the salary according to the payslip 4. Please upload the proper board resolution for the work permit. Please resubmit the application properly as discussed. The application will be considered if you ensure that in the future you must pay salary through the bank 1.Copy of machinery supplier s service provider s nomination letter should be submitted 2.Copy of passport with used page should be submitted 1.Copy of machinery supplier s service provider s nomination letter should be submitted 2.Copy of passport with used page should be submitted 1. Kindly inform that without BIDA permission Paying any remunerations financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. 2.Please explain the causes of the work permit application under E1 visa Please uplaod the last pay slip of the expatriate. If not clear kindly discuss over the phone and then resubmit the application Please upload the appointment letter contract agreement any parallel document mentioning the salary structure..,Shortfall,
Please upload the up to date income tax clearance certificate with the challan return copy under section 193 of the Income Tax Act 2023 up to the desired effective date 24 Dec 2023 Please upload the whole passport mark with the last arrival and departure seal A. Name of the company does not match with the work permit.Please recheck and resubmit correctly B. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seal latest arrival seal final departure seal exit visa seal under the work permit C. Please upload the up to date income tax clearance certificate with the challan return copy under section 193 of the Income Tax Act 2023 up to the desired effective date 1. Please upload the copy of the passport each of the pages chronologically marked with the latest E visa seals latest arrival seal exit seal and final departure seal under the work permit 2. Multiple user IDs are not acceptable. Kindly marge the IDs before the resubmit the application 1. Please upload an updated copy of the environmental clearance. 2. Please help determine the possible date and time to visit the factory. Please upload the up to date income tax clearance certificate with the challan return copy under section 193 of the Income Tax Act 2023 up to the desired effective date You are changing your business sector which is a major decision of the company. It should be clearly discussed in the meeting and that should be reflected in the resolution. 1. Change of business sector is a major decision and that must be approved by the board reflecting in the resolution. An incomplete resolution has been submitted without detailing the required amendment. 2. Information at serial 7 has a grave mismatch. 3. The list of directors is faulty. No private company can have one director. A. Please upload the passport copy each of the pages chronologically marked with the latest E visa seals exit visa seal latest arrival seal and final departure seal under the work permit B. Please also upload the income tax certificate for the last two years for the expatriate C. Please upload the valid work permit up to 30.5.2023 Or Please explain the causes of the overstay Please revise the travel history and upload the previous work permit cancelation related document properly.,Shortfall,
The desire effective date is beyond the work permit. Please recheck. 1. Please upload the proof of all source tax deduction from the salary of the expatriate for the assessment year 2021 2022. please submit the PI visa seal and arrival stamp please submit the company s name change document and submit the followings i the reasons for extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trains and develops local worker as his successor iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly viii how the expatriate contributed to the economy of Bangladesh in last 5 years with documentary evidence. 1. The company is requested to submit the reasons with supporting documents for extending the work permit beyond 05 years. 2. The company must submit the bank statement of the salary payment in favor of the concerned foreign worker. Please 1. submit Bank statement of the salary payment in favor of the investor employee 2. explain why this expatriate needs to stay more than 5 years Please 1. submit Bank statement of the salary payment in favor of the investor employee 2. explain why this expatriate needs to stay more than 5 years This project took registration through online OSS. Please correct basic information. Kindly meet with the Director General to clarify the family remittance.,Shortfall,
A. Office address does not match the uploaded BIDA registration. B. Earlier We requested you to provide your response within 7 days but you responded after 7 months B. Initially it seems that your response is not pointwise and as well as not enough rational C. Because you hired the expatriate without completing the recruitment process Hence the the application has been rejected 1.Copy of advertisement should be submitted properly with the designation 1.Name of the post was not found in the advertisement 1. visa recommendation also issued as a TECHNICIAN amendment application is not acceptable. why need the amendment kindly clear Please response the previous shortfall properly and uplaod the proper appiontment letter 1. Please provide the scoring sheets and interview outcome of the recruitment process with the details of the candidates name phone number email address applications copy . 2. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position 3. Please mention the brief job description of the expatriate specifically in the application. 4. Kindly inform that without BIDA permission Paying any remunerations financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. 5. Please uplaod the last payslip for his previous job 6. Please submit the replacement plan of the post by local HR 1. Please provide the scoring sheets and interview outcome of the recruitment process with the details of the candidates name phone number email address applications copy . 2. Kindly clarify why the expatriate is the best choice for the post. Why did you not hire any local employees for the position 3. Please mention the brief job description of the expatriate specifically in the application. 4. Kindly inform that without BIDA permission Paying any remunerations financial and non financial facilities at home and abroad is illegal. Please ensure and certify that you mentioned all financial and non financial facilities in the application also certify that beyond the work permit no financial and non financial facilities are provided to the expatriate. 5. Please uplaod the last payslip for his previous job 6. Please submit the replacement plan 1. Please provide the scoring sheet interview outcome of the recruitment process with the details of the applicants . 2. Kindly clarify why the expatriate is the best choice for the post Why did not hire any local employee for the post Kindly clarify 3. Please mention the brief job description of the expatriate in the application 1. House rent should not be less than Taka 30000 considering the basic salary A. We requested you for provide your response within 7 days but you respond after 7 months B. Initially it seems that your response is not pointwise and as well as not enough rational C. We will review your response as early as possible. Please resubmit the application later.,Shortfall,
1. Please upload the salary advice of the company. 2. Please explain why you provide misinformation regarding the number of manpower in the application. Did not find any outward remittance related transaction in the Bank. Please inform us how the foreigner sent family remittances to his own country with the proper documentation. A. Please upload the bank statement of the salary payment in favor of the investor employee for the previous working period as proof that the salary paid to the employee by the Bank according to the FERA act and Income tax ordinance mark with the salary transactions for last year . B.Please upload the latest approved BIDA director list Form XII and Schedule X Please upload the environment certificate according to the condition of the security clearance. 1.Please upload the manpower statement as per the checklist 2. Please submit the outcome result sheet of the job advertisement 3. Kindly clear why the expatriate is the best choice for the post Why did not hire any local employee for the post 4.kinldy clarify the over the phone regarding the uploaded doc 10. 1. Based on the performance evaluation you increased amended the work permit a few days ago. Now you need again to increase the salary for performance evaluation. Whether you also increase salary for a local employee in such way Please follow the previous shortfall If not clear kindly discuss over the phone 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division for the period from 24 Apr 2022 to 24 Apr 2023. 1. designation Designer Office Furniture 2. this is a garments industry 3. Designation business sector do not match While you uploaded doc 6 you removed the passport. With the uploaded documents. Kindly also upload the passport.,Shortfall,
1.Clear copy of passport should be submitted 2.House rent should not be less than taka 30000 3.The company should explain why they have failed to apply to apply within 15 days of arrival 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly. Work permit canceled from 22 Jan 2021 why the expatriate extended E visa 02 February 2021 by the canceled work permit. Meet the Director General to explain. Please upload the copy of the passport whole used part to each of the pages chronologically. 1.The company should explain why they want to recruit this foreign employee again even after five years of employment 1. Please follow the previous shortfall properly 2. If you are not clear regarding the previous shortfall kindly discuss over the phone and then resubmit the application Kindly meet with the BIDA official with all tax related documents. 1.Advertisement was published on 14.01.2020 too old to accept 2.House rent should be enhanced because it is inconsistent with the basic salary 1.Copy of passport with used page should be submitted 2.House rent taka 25000 is tax free amount which was taka 35000 in the previous company 3.Experience certificate should be submitted as required in advertisement House rent should be up to taka 30000 as taka 25000 is not consistent with basic salary.,Shortfall,
Please submit RJSC form 12. Please submit RJSC form 12 and form 6 for proposed changes. Please upload at least the first 2 3 pages of every deed so that we could find the owner of the land. 1. Please submit BIDA amendment date 2022 10 18 2. Please submit Copy of Board Resolution amendment related documents signed by all directors. Name of one director Md. Sujauddin Mridha is missing from the list. Please rectify your list of directors according to RJSC form 12. 1.Please upload the copy of the passport whole used part 2.Please upload the job advertisement showing with the news paper name published date page number 3.Please upload the BIDA registration letter Please upload the BIDA registration letter industry registration letter 1.Kindly upload the NOC from Department Of Textile. 2. Office address does not match with the Industry registration. Kindly revise the office address 3. Travel history is not correct kindly revise properly. Kindly resubmit the application after departure the expatriate from Bangladesh 4. Kindly resubmit the application after the departure of the expatriate from Bangladesh after 8.8.2022. Please submit a board resolution for proposed changes. Please write down the name of all previously approved machinery. .,Shortfall,
Country of Origin Did you receive your last BIDA Registration amendment approval manually 1. Minimum basic salary of this applicant is 1200USD The branch office has submitted an audited financial statement without a DVC number. BIDA shall seek the opinion of the Financial Reporting Council FRC on the requirement of mentioning a DVC number on the audited financial statement of the Branch Liaison Representative office. 1.Passport copy is not clear 2. Personal income tax certificate 2020 2021 should be submitted 2. Please upload the copy of the passport mark with the latest E visa seals latest arrival seal latest departure seal under the work permit Please upload the copy of the passport mark with the latest E visa seals latest arrival seal final departure seal under the work permit 1.What is the reason of further recruitment Passport no does match with the uploaded work permit. Kindly upload the corrected passport 1.Clear copy of all the documents should be submitted except tax certificate Five years of employment will be completed on 25.03.2021 the company should explain why they need to extend the work permit of this employee.,Shortfall,
please submit 1. A notification letter from Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. explain why the company is in financial loss and submit all work orders contracts in Bangladesh 3. Statement of all existing local foreign manpower with designation salary and allowances nationality and date of the first appointment 4. Up to date encashment certificate of inward remittance of 50 000 USD 5. Why the name of the branch office has been changed and why the office permission hasn t been renewed for so long Please update the Financial Statements segment with the latest financial information of the branch office. please submit 1. A notification letter from Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. explain why the company is in financial loss and submit all work orders contracts in Bangladesh 3. Statement of all existing local foreign manpower with designation salary and allowances nationality and date of the first appointment 4. Up to date encashment certificate of inward remittance of 50 000 USD 5. Why the name of the branch office has been changed and why the office permission hasn t been renewed for so long please submit updated contract tax certificate and board resolution please submit an updated tax certificate and copy of pay order please discuss with BIDA will relevant financial papers please submit 1. Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. updated audited financial statement 3. Statement of all existing local foreign manpower with designation salary and allowances nationality and date of the first appointment 4. Up to date encashment certificate of inward remittance of 50 000 USD 5. Why the name of the branch office has been changed and why the office permission hasn t been renewed for so long please submit 1. Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. updated audited financial statement 3. Statement of all existing local foreign manpower with designation salary and allowances nationality and date of the first appointment 4. Up to date encashment certificate of inward remittance of 50 000 USD 5. Why the name of the branch office has been change and why the office permission hasn t been renewed for so long 1. Please submit Notification letter of Bangladesh Bank under section 18 B 2. updated tax certificate 3. updated board resolution 4. audited financial statement please submit 1. Notification letter of Bangladesh Bank under section 18 B of the Foreign Exchange Regulation Act 1947 2. updated audited financial statement 3. Statement of all existing local foreign manpower with designation salary and allowances nationality and date of the first appointment 4. Up to date encashment certificate of inward remittance of 50 000 USD 5. Why the name of the branch office has been changed and why the office permission hasn t been renewed for so long.,Shortfall,
A. There are more existing foreigners 10 than those mentioned in the BIDA registration 5 . Please amend the industry registration the column for manpower based on the actual manpower. B. Please upload the production statement as per Musak 9.1 more details product wise C. Please mention the house rent of USD 350 in the salary structure as per the previous work permit Don t see any rationale for extension of an Assistant Manager. please change the address in Trade license A. 5 years will exceed 04 Aug 2023 Kindly take the necessary action to cancel the work permit and replace the post with local HR. B. If you don t follow the above advice please submit the following information and documents i the reasons for the extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trained and developed the local worker as his successor last five years iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly. C. Please upload the proof of the source tax deduction of the expatriate for the assessment year for 2023 2024 up to the last month D. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Rejected as his tenure has exceeded five year. please apply for the first day of arrival in Bangladesh You applied application for the amendment of the visa recommendation wrongly As because the expatriate already received the work permit. kindly application for the amendment of the work permit. Hence the application has been rejected. One year and 3 months over Saty. Uploaded doc 6 and resubmit the applciation One year and 3 months over Saty. Uploaded an explanation on doc 6 and submitted the application Please hire a Private Secretary locally or replace the post with local HR..,Rejected,
Why AGM Marketing needs to be recruited from abroad House rent is only taka 25000 which should be enhanced rationally 1.Copy of last work permit should be submitted 2.Income tax payment proof of assessment year 2019 2020 like Chalancopy or pay order copy submitted to the tax authority should be submitted 1. The effective date of the first Work Permit is not correct. 2. Please upload the up to date income tax certificate paid in full for the assessment year 2020 21 and 2021 22 proofs of the source tax deduction from the salary of the expatriate for the assessment year 2021 22. Work permit cancelled from 31 Dec 2020. As per the uploaded passport they expatriate now in Bangladesh. Please explain. 1.Manpower of the organization table should be filled in properly in application form 1.Clear copy of license should be submitted 2.Updated copy of reappointment letter should be submitted 3.last year production statement of the company should be submitted 1.Manpower table should fulfill properly 2.Copy of passport with E type visa page and arrival seal should be submitted Reason for changing Passport number Basic salary seems inadequate for a foreign IT Security Advisor. Please review..,Shortfall,
Please submit a bank confirmation in favor your L C opened to import machinery. Please attach all necessary documents in connection with import and installation of machinery. 1. In section A company name should be Hasan Rubber Industries Pvt. Ltd. 2. Please fill up the existing director list according to BIDA registration amendment in the left column and fill up the proposed directors list according to RJSC form 12 in the right column. 1. Please upload the manpower statement according to the checklist 2. Please clear why the expatriate best choice for the post 3. Please submit the outcome of the job advertisement. Investment amount mismatch with latest amendment copy. Please submit RJSC form 12 and write down all of the director s names. please submit BIDA registration of Super Star Cables Limited Please submit RJSC form 12. Please rectify your manually approved BIDA Registration reference to13 the digit BIDA registration number and provide board resolution for proposed changes. Existing factory address does not match with the BIDA registration. Either Did you properly notify the issue to BIDA in 2018 that you did apply for the work permit kindly clear with the proper documentation.If you are not clear kindly discuss over the phone.BIDA is always ready to support you..,Shortfall,
1.Clear copy of the passport front page should be submitted Please upload the clear scanned passport copy each of the pages chronologically marked with the latest E visa seals exit visa seal latest arrival seal and final departure seal under the work permit 1. According to the uploaded passport it seems that after 02.11.2020 the expatriate did not leave Bangladesh If the expatriate left Bangladesh after 02.11.2020 Kindly mark the departure seal in the passport. 2. If the expatriate did not leave Bangladesh on time it will illegal 3. Please upload the up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to the last departure date Please follow the previous shortfall properly and please explain the causes of the late application Note Please follow the above observation and resubmit the application properly. The application processing is a fully automatic and online process. If you are confused about the observations or the next course of action you may call over the phone OR mail for clarifications. Physical visits are generally discouraged to maintain neutrality and transparency of decisions. 1. According to the uploaded passport it seems that after 02.11.2020 the expatriate did not leave Bangladesh If the expatriate left Bangladesh after 02.11.2020 Kindly mark the departure seal in the passport. 2. If the expatriate did not leave Bangladesh on time it will not be proper. kindly clear it. kindly upload properly scanned clear passport 1. Please upload the copy of the passport whole used part chronologically mark with the latest E visa seals latest arrival seal final departure seal under the work permit 2. Please upload the up to date income tax clearance certificate under section 91 of Income Tax ordinance 1984 up to the last departure date. 3. Please recheck the desired effective date. A. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark the outward remittance transactions in the bank statement for last year . B. Basic salary less than the BIDA guideline. Please increase properly. The minimum salary will be USD 1200 or equivalent currency. C.Please upload the latest form XII and Schedule of the company Kindly respond to the previous shortfall 1.Tax Assessment order sheet tax payment receipt and Income Tax Certificate 2020 21 should be submitted 2.Salary should be enhanced rationally as per the condition mentioned in the security clearance.,Shortfall,
1.Considering the nationality educational and experience certificate submitted in doc 08 basic salary should not be less than at least USD 1500 2.Copy of passport with used page should be submitted 1.Copy of board resolution and service contract should be submitted 1. Please upload the full part of the bank statement of the salary payment in favor of the investor employee for the previous working period as proof the company paid salary through the bank mark with the salary transaction in the statement 2. Salary payable in aborad is not acceptable. 1. Please upload the full part of the bank statement of the salary payment in favor of the investor employee for the previous working period as proof the company paid salary through the bank mark with the salary transaction in the statement 2. The effective date of the first Work Permit is not correct. Please revise properly Why the salary has to be paid abroad 1. Please upload the full part of the bank statement of the salary payment in favor of the investor employee for the previous working period as proof the company paid salary through the bank mark with the salary transaction in the statement 2. Salary payable in aborad is not acceptable. 1.Appointment letter should be submitted 2.Payment should be monthly in the amended information A. 5 years will exceed 11 Nov 2023. Kindly take the necessary action to cancel the work permit and replace the post with local HR. B. If you don t follow the above advice please submit the following information and documents i the reasons for the extension of the work permit with the supporting documents ii a replacement plan of the foreign worker with a local worker along with supporting documents iii submit a plan with supporting documentation on how the foreign worker trained and developed the local worker as his successor last five years iv submit a duly approved training manual having the evaluation method of the training for local workers. v the experience and qualification of the position for which a foreign worker is appointed vi the process and formalities with supporting documents observed in appointing the expatriate vii the duly approved Service Regulation where provisions of appointing foreign workers are described clearly. C. Please upload the proof of the source tax deduction of the expatriate for the assessment year for 2023 2024 up to the last month D. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Please submit an updated fire license Chamber certificate and memorandum of articles. The bank solvency certificate is not clear please upload a fresh copy. Please fill up the sub class code as per BBS Existing Invest amount does not match with BIDA registration at section 6 Existing Manpower does not match with BIDA registration .,Shortfall,
The proposed effective date is beyond the work permit which is unacceptable. Please mention the house rent in the green part of the application The proposed information duration of the work permit is not correct. It will be exactly the duration of the work permit. If you are not clear about the issue kindly discuss over the phone and then resubmit the application Final stage We are sorry to giving you shortfall several times although we are undone to approve it. Some of the required documents were submitted earlier but after giving shortfall those were deleted although those were required. It is not understandable to this office. However this is the final stage for approving rejecting the application. Please comply the following observation and do not delete any submitted document 1. You applied for change in the address of the MD. This must be in the resolution of the Board meeting and supported by a valid document PP is acceptable it is submitted and accepted . You need to insert in the board resolution. 2. You applied for a change in the office address. It must be supported by RJSC for VI. It was earlier submitted but deleted now. Please resubmit the form. 3. Change of factory address must be supported by trade license it has been submitted and accepted. Please don t delete it. 4. Your project status is ongoing but your form shows it to be proposed. Please change it and insert in the green part. 5.Please include the above changes in the board resolution submit it and write it at serial no.12 of the application form. Please feel free to contact this office over phone or in person in case of any misunderstanding required assistance. The proposed effective date is beyond the work permit which is unacceptable. Please mention the house rent in the green part of the application. 1. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division for the period from the 1st working days. There is no match between the existing office address and the address mentioned in the uploaded RJSC Form VI. The explanation regarding the previous shortfall is not clear to us. Please discuss this over the phone and then resubmit the application 1. Kindly upload updated Form VI issued by RJSC F for changing office address. 2. Upload updated Trade License The proposed information duration of the work permit is not correct. It will be exactly the duration of the work permit A. Please see the BIDA guideline 2023 at the following link https bida.gov.bd storage app media pdf Guideline2023.pdf B. Kindly increase the salary properly as per the BIDA guideline page 35 . and then resubmit the application. C. Please clarify how the foreigner sent family remittances to his her own country with the proper documentation mark all outward remittance transactions in the bank statement for last year . Kindly always mark the outward remittance transactions in the bank statement. D. The security clearance was issued with the remark 2. Please submit the income tax returns and certificates calculation of the taxes and related documents and kindly clarify showing with the calculations that you fulfill the above condition properly deduct income tax properly as per the instruction of the security service division for the period from15 Dec 2021 to 30.6.2023 ..,Shortfall,
If the amendment causes a security objection the proposed effective date should start from the first day of the work permit. Kindly mentions all benefits in the green part of the application. 1.Income tax certificate 2019 2020 should be submitted Visa was valid up to March 2023. Why did you not endorse the exit visa in the passport before the final departure Please upload the proper security clearance. passport no not match with the work permit 06 years exceed on 15 Mar 2022. Please replace the post by a local employee. Passport number is not correct.Please upload the amendment letter of the work permit for the new passport number with the uplaoded document kindly also uplaod the passport 1.Please apply after the deadline of advertisement 28.09.2020 with updated copy of board resolution and appointment letter Please submit the replacement plan of the expatriate by the local employees with the detailed information The passport number does not match the previous work permit Please upload the proper amendment letter regarding the new passport.,Shortfall,
